Año,Formación Política,Origen,Fuente,Tipo,Concepto,Cuantia
2010,Unió Democrática de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"415670,69"
2010,Unió Democrática de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"14110547,27"
2010,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"5927514,22"
2010,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"3673693,76"
2010,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"4130226,07"
2010,Partit dels Socialistes de Catalunya,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"542699,34"
2010,Partit dels Socialistes de Catalunya,Pública,Subvención,Electoral,Parlamento  de Cataluña 28/11/2010,"671308,6"
2010,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","1167830,39"
2010,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,Donaciones,"1722971,67"
2010,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,305192
2010,Partit dels Socialistes de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"11389467,24"
2010,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"33831136,9"
2010,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"3458987,91"
2010,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"6509214,09"
2010,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"19908246,46"
2010,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"17834171,96"
2010,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"1933313,35"
2010,Partido Socialista Obrero Español,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","16384495,37"
2010,Partido Socialista Obrero Español,Privada,Particulares,Particulares,Donaciones,"3030914,83"
2010,Partido Socialista Obrero Español,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"3455152,82"
2010,Partido Socialista Obrero Español,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"56853117,14"
2010,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"35739905,46"
2010,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"2834525,48"
2010,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"6564211,88"
2010,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"21962842,6"
2010,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"17518460,14"
2010,Partido Popular,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"3080082,64"
2010,Partido Popular,Pública,Subvención,Electoral,Parlamento  de Cataluña 28/11/2010,"447007,38"
2010,Partido Popular,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","11265509,89"
2010,Partido Popular,Privada,Particulares,Particulares,Donaciones,"537679,1"
2010,Partido Popular,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1350063,43"
2010,Partido Popular,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"54259417,05"
2010,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1193414,78"
2010,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"2837336,22"
2010,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"485937,48"
2010,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"1344417,49"
2010,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"2671982,66"
2010,Partido Nacionalista Vasco,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"87289,99"
2010,Partido Nacionalista Vasco,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","2236866,17"
2010,Partido Nacionalista Vasco,Privada,Particulares,Particulares,Donaciones,"37245,62"
2010,Partido Nacionalista Vasco,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"5497493,15"
2010,Partido Nacionalista Vasco,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"28588068,21"
2010,Partido Comunista de España,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","154724,88"
2010,Partido Comunista de España,Privada,Particulares,Particulares,Donaciones,23591
2010,Partido Comunista de España,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"310425,24"
2010,Partido Comunista de España,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"489897,84"
2010,Otras formaciones con representación parlamentaria,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"465152,28"
2010,Otras formaciones con representación parlamentaria,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"3100760,22"
2010,Otras formaciones,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"5347395,66"
2010,Otras formaciones,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007 2,"5335,59"
2010,Otras formaciones,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"9243,84"
2010,Otras formaciones,Pública,Subvención,Electoral,Parlamento de Cataluña 28/11/2010,"33078,44"
2010,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"225120,52"
2010,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"72388,92"
2010,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,637824
2010,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"44570,51"
2010,Nafarroa Bai,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1973,9"
2010,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1893923,32"
2010,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"211120,29"
2010,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"3201915,36"
2010,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"3997806,87"
2010,Izquierda Unida,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"562863,71"
2010,Izquierda Unida,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","2183801,53"
2010,Izquierda Unida,Privada,Particulares,Particulares,Donaciones,"162712,99"
2010,Izquierda Unida,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"579487,59"
2010,Izquierda Unida,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"14276381,19"
2010,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"503832,38"
2010,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"1415202,48"
2010,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"1369369,1"
2010,Iniciativa per Catalunya Verds,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"47415,86"
2010,Iniciativa per Catalunya Verds,Pública,Subvención,Electoral,Parlamento  de Cataluña 28/11/2010,"428996,94"
2010,Iniciativa per Catalunya Verds,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","298114,88"
2010,Iniciativa per Catalunya Verds,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"656993,05"
2010,Iniciativa per Catalunya Verds,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"14171343,5"
2010,Grupo Senadores Nacionalistas,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"286280,92"
2010,Grupo Mixto,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"496821,96"
2010,Ezker Batua Berdeak,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","391948,15"
2010,Ezker Batua Berdeak,Privada,Particulares,Particulares,Donaciones,2880
2010,Ezker Batua Berdeak,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"171400,3"
2010,Ezker Batua Berdeak,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"1164755,64"
2010,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"131684,18"
2010,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"110026,93"
2010,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"314389,37"
2010,Eusko Alkartasuna,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","227667,85"
2010,Eusko Alkartasuna,Privada,Particulares,Particulares,Donaciones,"2045,64"
2010,Eusko Alkartasuna,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"140115,66"
2010,Eusko Alkartasuna,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"2572271,1"
2010,Esquerra Unida del País Valencià,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","180149,77"
2010,Esquerra Unida del País Valencià,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"37111,32"
2010,Esquerra Unida del País Valencià,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"774557,81"
2010,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"989699,41"
2010,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"2213516,68"
2010,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"1398862,31"
2010,Esquerra Republicana de Catalunya,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"125057,55"
2010,Esquerra Republicana de Catalunya,Pública,Subvención,Electoral,Parlamento  de Cataluña 28/11/2010,"506830,5"
2010,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","994904,56"
2010,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,Donaciones,2412
2010,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"106429,72"
2010,Esquerra Republicana de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"615623,08"
2010,Entesa Catalana de Progrés,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"543486,96"
2010,Entesa Catalana de Progrés,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"576400,91"
2010,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"127436,72"
2010,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"918772,2"
2010,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"4778012,32"
2010,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"2645484,52"
2010,Convergencia i Unió,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"230252,5"
2010,Convergencia i Unió,Pública,Subvención,Electoral,Parlamento  de Cataluña 28/11/2010,"765198,41"
2010,Convergencia i Unió,Privada,Particulares,Particulares,Donaciones,270
2010,Convergencia i Unió,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"13463,71"
2010,Convergencia i Unió,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"12310369,93"
2010,Convergencia Democratica de Cataluña,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1861499,04"
2010,Convergencia Democratica de Cataluña,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"66371,34"
2010,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","2903044,64"
2010,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,Donaciones,"142254,99"
2010,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"3957257,81"
2010,Convergencia Democratica de Cataluña,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"2027607,27"
2010,Compromís pel País Valencià,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"251500,82"
2010,Compromís pel País Valencià,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"380831,69"
2010,Compromís pel País Valencià,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"40259,59"
2010,Compromís pel País Valencià,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"39820,31"
2010,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"565083,51"
2010,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"144777,92"
2010,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,672600
2010,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"903169,71"
2010,Coalición Canaria,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","269164,24"
2010,Coalición Canaria,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1917,08"
2010,Coalición Canaria,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"194981,08"
2010,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"652458,09"
2010,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"144777,92"
2010,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"518455,08"
2010,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"620451,04"
2010,Bloque Nacionalista Galego,Pública,Subvención,Electoral,Elecciones Generales 09/03/2008,"68021,75"
2010,Bloque Nacionalista Galego,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","714582,38"
2010,Bloque Nacionalista Galego,Privada,Particulares,Particulares,Donaciones,"606551,42"
2010,Bloque Nacionalista Galego,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"690344,05"
2010,Bloque Nacionalista Galego,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"3724493,88"
2010,Aralar,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"377245,21"
2010,Aralar,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,369408
2010,Aralar,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"122470,48"
2010,Aralar,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","243905,87"
2010,Aralar,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1086,4"
2010,Aralar,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"120176,96"
2009,Unión Progreso y Democracia,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"788268,99"
2009,Unión Progreso y Democracia,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"50092,22"
2009,Unión Progreso y Democracia,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"71154,41"
2009,Unión Progreso y Democracia,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"82359,35"
2009,Unión Progreso y Democracia,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"100402,31"
2009,Unión Progreso y Democracia,Pública,Subvención,Electoral,Parlamento Europeo 07/06/2009,"715768,49"
2009,Unión Progreso y Democracia,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","834347,01"
2009,Unión Progreso y Democracia,Privada,Particulares,Particulares,Donaciones,36456
2009,Unión Progreso y Democracia,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"144356,28"
2009,Unión Progreso y Democracia,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"119733,61"
2009,Unión del Pueblo Navarro,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"470223,98"
2009,Unión del Pueblo Navarro,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"80907,29"
2009,Unión del Pueblo Navarro,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"1018510,43"
2009,Unión del Pueblo Navarro,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"71007,63"
2009,Unión del Pueblo Navarro,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"22210,07"
2009,Unión del Pueblo Navarro,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes",79678
2009,Unión del Pueblo Navarro,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"62090,04"
2009,Unión del Pueblo Navarro,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,0
2009,Unió Democrática de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"414495,45"
2009,Unió Democrática de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"41423,18"
2009,Unió Democrática de Catalunya,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes",89750
2009,Unió Democrática de Catalunya,Privada,Particulares,Particulares,Donaciones,236500
2009,Unió Democrática de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"194401,63"
2009,Unió Democrática de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"13602518,27"
2009,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"5939393,21"
2009,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"4631754,4"
2009,Partit dels Socialistes de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"4231638,45"
2009,Partit dels Socialistes de Catalunya,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"212507,46"
2009,Partit dels Socialistes de Catalunya,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"389370,54"
2009,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","1223399,84"
2009,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,Donaciones,"1727923,26"
2009,Partit dels Socialistes de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"362010,03"
2009,Partit dels Socialistes de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"9603088,94"
2009,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"33898935,87"
2009,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"3523065,9"
2009,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"6480569,49"
2009,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"20194874,41"
2009,Partido Socialista Obrero Español,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"17095716,68"
2009,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"1486366,66"
2009,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Parlamento de Andalucía 09/03/2008,"398973,69"
2009,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Parlamento de Galicia 01/03/2009,"1253365,25"
2009,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"1388264,24"
2009,Partido Socialista Obrero Español,Pública,Subvención,Electoral,Parlamento Europeo 07/06/2009,"11311226,92"
2009,Partido Socialista Obrero Español,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","17900436,31"
2009,Partido Socialista Obrero Español,Privada,Particulares,Particulares,Donaciones,"2560532,94"
2009,Partido Socialista Obrero Español,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"7000179,15"
2009,Partido Socialista Obrero Español,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"71516757,75"
2009,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"35811529,68"
2009,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"3090225,01"
2009,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,6548949
2009,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"22833601,2"
2009,Partido Popular,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"17438235,78"
2009,Partido Popular,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"148734,18"
2009,Partido Popular,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"2291173,06"
2009,Partido Popular,Pública,Subvención,Electoral,Parlamento de Andalucía 09/03/2008,"397664,01"
2009,Partido Popular,Pública,Subvención,Electoral,Parlamento de Galicia 01/03/2009,"1652185,53"
2009,Partido Popular,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,944518
2009,Partido Popular,Pública,Subvención,Electoral,Parlamento Europeo 07/06/2009,"11847753,45"
2009,Partido Popular,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","10732993,79"
2009,Partido Popular,Privada,Particulares,Particulares,Donaciones,"679820,18"
2009,Partido Popular,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1419412,06"
2009,Partido Popular,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"63662694,39"
2009,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1195806,42"
2009,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"2722676,56"
2009,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"484484,04"
2009,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"1122209,31"
2009,Partido Nacionalista Vasco,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"2760941,04"
2009,Partido Nacionalista Vasco,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"61236,63"
2009,Partido Nacionalista Vasco,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"1561643,66"
2009,Partido Nacionalista Vasco,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","1970215,87"
2009,Partido Nacionalista Vasco,Privada,Particulares,Particulares,Donaciones,20000
2009,Partido Nacionalista Vasco,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"2654287,32"
2009,Partido Nacionalista Vasco,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"25953311,29"
2009,Partido Comunista de España,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","88488,12"
2009,Partido Comunista de España,Privada,Particulares,Particulares,Donaciones,"18698,63"
2009,Partido Comunista de España,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"354595,22"
2009,Partido Comunista de España,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"370881,74"
2009,Otras formaciones con representación parlamentaria,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,463761
2009,Otras formaciones con representación parlamentaria,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"3452727,61"
2009,Otras formaciones,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"5284213,27"
2009,Otras formaciones,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"22008,1"
2009,Otras formaciones,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"413443,35"
2009,Otras formaciones,Pública,Subvención,Electoral,Parlamento Europeo 07/06/2009,"3269323,28"
2009,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"225571,67"
2009,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"71154,41"
2009,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,613344
2009,Nafarroa Bai,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"45368,44"
2009,Nafarroa Bai,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"22038,95"
2009,Nafarroa Bai,Privada,Particulares,Particulares,Donaciones,400
2009,Nafarroa Bai,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"3909,67"
2009,Izquierda Unida- Iniciativa per Catalunya Verds - Esquerra Unidad i Alternativa - Blouqe por Asturies: La Izquierda,Pública,Subvención,Electoral,Parlamento Europeo 07/06/2009,"1830590,63"
2009,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1897718,82"
2009,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"236672,32"
2009,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"3151974,93"
2009,Izquierda Unida,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"3842141,35"
2009,Izquierda Unida,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"414738,42"
2009,Izquierda Unida,Pública,Subvención,Electoral,Parlamento de Andalucía 09/03/2008,"750676,63"
2009,Izquierda Unida,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"194861,73"
2009,Izquierda Unida,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","2238691,92"
2009,Izquierda Unida,Privada,Particulares,Particulares,Donaciones,"170789,54"
2009,Izquierda Unida,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"862651,38"
2009,Izquierda Unida,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"15076134,82"
2009,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"504842,08"
2009,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"1777063,4"
2009,Iniciativa per Catalunya Verds,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"1458711,43"
